file_path,label
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_130.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_131.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_132.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_133.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_134.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_135.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_136.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_137.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_138.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_139.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_14.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_140.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_141.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_142.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_143.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_144.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_145.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_146.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_147.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_148.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_149.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_15.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_150.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_151.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_152.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_153.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_154.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_155.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_156.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_157.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_158.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_159.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_16.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_160.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_161.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_162.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_163.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_164.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_165.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_17.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_18.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_19.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_2.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_20.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_21.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_22.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_23.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_24.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_25.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_26.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_27.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_28.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_29.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_3.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_30.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_31.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_32.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_33.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_34.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_35.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_36.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_37.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_38.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_39.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_4.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_40.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_41.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_42.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_43.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_44.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_45.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_46.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_47.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_48.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_49.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_5.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_50.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_51.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_52.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_53.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_54.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_55.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_56.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_57.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_58.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_59.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_6.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_60.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_61.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_62.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_63.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_64.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_65.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_66.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_67.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_68.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_69.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_7.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_70.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_71.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_72.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_73.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_74.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_75.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_76.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_77.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_78.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_79.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_8.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_80.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_81.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_82.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_83.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_84.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_85.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_86.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_87.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_88.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_89.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_9.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_90.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_91.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_92.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_93.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_94.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_95.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_96.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_97.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_98.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A05DFFFCAFB253B\frame_99.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_0.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_1.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_10.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_100.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_101.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_102.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_103.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_104.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_105.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_106.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_107.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_108.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_109.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_11.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_110.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_111.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_112.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_113.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_114.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_115.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_116.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_117.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_118.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_119.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_12.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_120.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_121.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_122.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_123.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_124.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_125.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_126.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_127.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_128.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_129.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_13.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_130.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_131.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_132.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_133.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_134.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_135.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_136.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_137.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_138.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_139.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_14.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_15.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_16.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_17.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_18.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_19.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_2.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_20.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_21.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_22.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_23.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_24.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_25.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_26.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_27.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_28.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_29.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_3.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_30.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_31.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_32.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_33.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_34.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_35.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_36.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_37.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_38.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_39.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_4.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_40.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_41.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_42.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_43.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_44.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_45.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_46.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_47.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_48.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_49.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_5.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_50.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_51.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_52.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_53.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_54.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_55.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_56.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_57.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_58.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_59.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_6.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_60.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_61.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_62.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_63.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_64.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_65.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_66.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_67.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_68.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_69.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_7.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_70.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_71.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_72.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_73.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_74.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_75.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_76.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_77.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_78.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_79.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_8.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_80.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_81.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_82.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_83.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_84.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_85.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_86.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_87.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_88.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_89.jpg,0
Test_Frames_Grayscale\Without_CHDs\0X1A0A263B22CCD966\frame_9.jpg,0
